gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,eating
7.39,-7.26,-29.97,0.12,-0.95,-0.65,1
3.11,-3.78,-28.87,0.11,-0.95,-0.62,1
2.14,-2.62,-26.18,0.09,-0.95,-0.60,1
4.15,-2.75,-22.03,0.09,-0.94,-0.59,1
7.75,-4.46,-16.91,0.10,-0.94,-0.58,1
12.08,-7.26,-12.21,0.11,-0.92,-0.57,1
16.05,-11.35,-7.57,0.15,-0.91,-0.57,1
19.10,-16.78,-4.64,0.18,-0.89,-0.57,1
20.32,-20.94,-2.62,0.19,-0.89,-0.59,1
17.09,-20.94,-0.79,0.20,-0.90,-0.61,1
9.16,-15.44,0.37,0.22,-0.89,-0.61,1
-1.40,-4.58,-0.18,0.25,-0.86,-0.59,1
-11.05,8.54,-1.28,0.29,-0.84,-0.57,1
-18.37,19.53,-2.56,0.32,-0.82,-0.55,1
-23.44,25.45,-3.36,0.36,-0.79,-0.51,1
-23.99,25.45,-4.46,0.39,-0.78,-0.47,1
-20.08,20.02,-5.49,0.39,-0.77,-0.46,1
-14.34,11.41,-5.19,0.40,-0.75,-0.45,1
-6.90,1.77,-3.72,0.39,-0.76,-0.47,1
0.49,-6.41,-2.62,0.35,-0.79,-0.51,1
4.88,-10.56,-1.53,0.31,-0.81,-0.55,1
5.49,-10.25,0.06,0.27,-0.85,-0.60,1
1.59,-5.07,1.04,0.23,-0.88,-0.66,1
-6.53,4.39,1.34,0.20,-0.91,-0.70,1
-16.11,15.08,1.89,0.17,-0.95,-0.72,1
-26.37,25.33,2.01,0.14,-0.97,-0.73,1
-36.13,33.75,2.26,0.13,-0.98,-0.72,1
-43.21,37.78,2.99,0.14,-0.96,-0.67,1
-45.04,34.48,4.39,0.15,-0.93,-0.61,1
-40.47,23.13,8.00,0.12,-0.94,-0.57,1
-33.20,10.07,14.16,0.09,-0.95,-0.56,1
-26.61,-0.43,22.03,0.07,-0.96,-0.57,1
-22.16,-5.68,29.79,0.06,-0.96,-0.57,1
-20.39,-6.10,35.95,0.06,-0.96,-0.58,1
-20.81,-3.05,40.95,0.05,-0.98,-0.61,1
-25.45,4.03,45.65,0.07,-0.99,-0.63,1
-33.45,13.24,48.52,0.08,-0.99,-0.63,1
-43.33,23.32,49.19,0.09,-0.99,-0.63,1
-54.32,33.81,49.07,0.10,-0.98,-0.63,1
-65.25,42.85,48.71,0.13,-0.97,-0.60,1
-74.95,47.91,48.46,0.16,-0.94,-0.56,1
-80.14,47.00,48.10,0.19,-0.90,-0.50,1
-78.80,40.41,49.62,0.21,-0.86,-0.44,1
-71.41,29.17,53.28,0.22,-0.84,-0.40,1
-59.20,15.01,59.69,0.22,-0.85,-0.39,1
-47.42,1.65,66.96,0.22,-0.85,-0.41,1
-38.82,-8.30,74.16,0.21,-0.87,-0.42,1
-34.30,-13.61,80.14,0.20,-0.88,-0.45,1
-33.75,-13.79,84.35,0.20,-0.88,-0.48,1
-37.84,-10.80,86.98,0.21,-0.86,-0.48,1
-44.37,-7.26,87.77,0.22,-0.84,-0.47,1
-51.21,-3.11,87.59,0.25,-0.81,-0.44,1
-56.27,-0.06,87.10,0.31,-0.76,-0.37,1
-56.58,-2.56,87.89,0.38,-0.72,-0.31,1
-50.72,-11.60,89.54,0.42,-0.71,-0.28,1
-41.99,-24.35,90.94,0.43,-0.71,-0.27,1
-34.12,-35.10,91.80,0.43,-0.72,-0.30,1
-29.85,-40.22,92.59,0.41,-0.73,-0.34,1
-30.21,-38.57,93.57,0.39,-0.74,-0.38,1
-35.16,-31.56,93.57,0.39,-0.74,-0.41,1
-44.19,-20.57,91.43,0.40,-0.72,-0.42,1
-54.93,-8.18,87.52,0.43,-0.69,-0.39,1
-64.03,3.17,84.29,0.47,-0.66,-0.35,1
-70.50,11.29,82.70,0.53,-0.61,-0.26,1
-71.35,12.21,83.19,0.63,-0.55,-0.16,1
-63.23,3.36,85.94,0.69,-0.52,-0.10,1
-48.95,-12.02,89.05,0.71,-0.53,-0.08,1
-34.12,-27.04,92.10,0.71,-0.55,-0.10,1
-22.34,-37.60,94.60,0.71,-0.57,-0.15,1
-16.54,-42.36,95.58,0.69,-0.58,-0.20,1
-16.78,-41.50,93.69,0.68,-0.56,-0.22,1
-20.32,-36.62,90.82,0.67,-0.52,-0.20,1
-23.13,-30.76,90.21,0.73,-0.46,-0.11,1
-20.32,-31.31,93.20,0.81,-0.40,-0.01,1
-9.09,-43.52,97.78,0.86,-0.39,0.05,1
6.90,-63.48,101.99,0.87,-0.41,0.04,1
21.12,-83.68,104.98,0.83,-0.46,-0.03,1
25.94,-94.91,105.77,0.76,-0.53,-0.18,1
15.32,-86.67,101.75,0.68,-0.57,-0.30,1
-7.02,-56.46,91.49,0.67,-0.57,-0.34,1
-33.39,-16.36,77.09,0.71,-0.53,-0.30,1
-55.79,18.25,62.26,0.79,-0.43,-0.16,1
-65.73,34.30,53.59,0.86,-0.31,0.00,1
-58.41,28.20,54.38,0.91,-0.29,0.09,1
-41.63,9.16,60.67,0.89,-0.34,0.07,1
-26.00,-7.69,65.98,0.86,-0.38,0.02,1
-15.75,-16.05,69.15,0.83,-0.42,-0.03,1
-10.68,-17.64,69.70,0.81,-0.44,-0.08,1
-9.52,-15.01,68.85,0.79,-0.43,-0.13,1
-11.29,-11.17,67.57,0.79,-0.40,-0.14,1
-13.55,-9.22,67.81,0.81,-0.35,-0.11,1
-12.39,-11.54,70.37,0.84,-0.34,-0.09,1
-8.30,-17.58,73.49,0.85,-0.36,-0.11,1
-6.59,-21.48,75.26,0.85,-0.38,-0.14,1
-8.85,-20.14,75.56,0.85,-0.39,-0.17,1
-15.08,-14.04,74.22,0.85,-0.39,-0.18,1
-22.52,-5.74,70.62,0.84,-0.39,-0.18,1
-29.54,4.39,65.98,0.82,-0.37,-0.17,1
-36.01,15.20,61.58,0.82,-0.34,-0.14,1
-39.61,23.19,59.63,0.82,-0.31,-0.11,1
-40.04,26.73,59.81,0.82,-0.27,-0.07,1
-35.46,25.70,63.05,0.84,-0.25,-0.05,1
-28.50,19.90,69.64,0.88,-0.25,-0.05,1
-21.79,10.07,75.81,0.90,-0.24,-0.06,1
-15.75,-0.31,79.41,0.91,-0.25,-0.09,1
-12.15,-5.86,81.05,0.93,-0.26,-0.13,1
-12.15,-6.35,80.63,0.92,-0.27,-0.17,1
-15.26,-0.67,77.33,0.90,-0.27,-0.19,1
-21.61,11.05,71.41,0.91,-0.24,-0.21,1
-27.71,25.45,63.72,0.91,-0.22,-0.18,1
-31.56,38.88,56.27,0.93,-0.17,-0.14,1
-33.39,47.61,51.76,0.96,-0.12,-0.10,1
-31.37,47.97,50.72,1.00,-0.08,-0.04,1
-25.94,40.71,53.28,1.02,-0.05,-0.01,1
-16.97,28.44,59.94,1.03,-0.06,-0.01,1
-9.70,16.60,66.71,1.04,-0.09,-0.05,1
-5.98,8.06,69.95,1.04,-0.10,-0.09,1
-5.55,4.15,68.66,1.03,-0.12,-0.14,1
-8.54,6.04,63.96,0.99,-0.13,-0.19,1
-14.71,15.08,57.62,0.98,-0.13,-0.20,1
-22.03,27.95,51.82,0.97,-0.11,-0.17,1
-26.67,38.39,47.18,0.98,-0.11,-0.14,1
-28.14,43.33,42.36,0.97,-0.09,-0.11,1
-26.73,42.72,39.25,0.94,-0.07,-0.08,1
-23.93,38.39,40.95,0.92,-0.04,-0.05,1
-18.80,30.88,47.24,0.92,-0.02,-0.03,1
-12.02,21.79,54.57,0.92,-0.01,-0.04,1
-5.55,13.92,61.10,0.92,-0.02,-0.09,1
-1.71,11.11,64.70,0.93,-0.05,-0.14,1
-2.26,14.77,65.61,0.94,-0.06,-0.20,1
-5.80,22.95,63.23,0.96,-0.07,-0.23,1
-9.83,33.33,58.53,0.98,-0.06,-0.24,1
-13.31,41.99,52.98,0.99,-0.04,-0.24,1
-15.63,46.20,48.52,1.00,-0.02,-0.22,1
-15.81,44.49,46.81,0.98,0.00,-0.20,1
-13.55,38.45,47.85,0.97,0.01,-0.19,1
-10.50,30.27,51.39,0.96,0.02,-0.19,1
-7.45,22.03,56.52,0.94,0.03,-0.19,1
-4.64,16.17,61.89,0.94,0.03,-0.20,1
-2.81,14.10,65.67,0.95,0.04,-0.21,1
-1.59,16.11,67.38,0.93,0.02,-0.27,1
-1.83,23.01,65.43,0.96,0.04,-0.28,1
-2.62,30.46,62.93,0.94,0.03,-0.31,1
-5.00,38.82,58.17,0.96,0.04,-0.30,1
-8.30,44.13,53.71,0.97,0.08,-0.28,1
-9.40,43.70,51.03,0.99,0.10,-0.26,1
-8.79,38.39,49.93,0.99,0.12,-0.26,1
-7.93,31.37,50.54,0.98,0.13,-0.26,1
-7.02,27.04,52.55,0.97,0.13,-0.26,1
-7.02,26.43,54.14,0.98,0.14,-0.26,1
-7.39,28.32,54.02,0.97,0.15,-0.26,1
-7.69,31.25,52.25,1.02,0.21,-0.18,1
-6.23,29.05,52.19,0.90,0.15,-0.32,1
-5.80,43.64,48.89,1.00,0.17,-0.28,1
-7.32,50.54,48.58,0.95,0.18,-0.32,1
-8.54,56.46,44.92,1.01,0.18,-0.30,1
-6.90,57.07,41.56,1.02,0.18,-0.31,1
-5.62,51.33,39.37,1.01,0.19,-0.32,1
-4.15,43.15,41.44,0.99,0.21,-0.32,1
-2.20,34.36,47.00,1.00,0.23,-0.30,1
1.16,24.54,54.02,1.02,0.24,-0.29,1
6.04,16.72,59.20,1.02,0.24,-0.31,1
10.07,13.73,62.19,1.03,0.24,-0.35,1
10.80,15.50,63.29,1.02,0.25,-0.40,1
9.03,20.81,62.38,1.03,0.25,-0.41,1
5.25,27.40,58.23,1.07,0.25,-0.41,1
2.08,32.71,51.82,1.07,0.26,-0.42,1
-0.24,37.11,44.62,1.08,0.27,-0.41,1
-1.46,39.00,36.74,1.08,0.29,-0.39,1
-1.77,35.83,30.58,1.08,0.30,-0.36,1
-0.55,27.89,27.65,1.07,0.33,-0.33,1
3.23,17.15,28.20,1.07,0.35,-0.32,1
9.52,5.55,30.33,1.07,0.34,-0.33,1
14.89,-3.78,31.62,1.07,0.33,-0.35,1
17.64,-8.97,30.58,1.07,0.32,-0.39,1
17.27,-11.60,26.92,1.07,0.32,-0.43,1
14.22,-11.23,22.34,1.07,0.34,-0.45,1
10.19,-9.34,17.82,1.08,0.33,-0.45,1
6.04,-7.45,13.06,1.09,0.33,-0.43,1
2.01,-6.47,8.18,1.07,0.34,-0.42,1
-0.73,-5.74,3.66,1.06,0.33,-0.40,1
-2.75,-5.43,-0.55,1.04,0.32,-0.39,1
-3.85,-5.55,-3.60,1.01,0.32,-0.38,1
-4.33,-5.86,-5.37,0.99,0.31,-0.35,1
-2.50,-6.29,-6.29,0.98,0.30,-0.34,1
0.31,-6.29,-7.20,0.95,0.29,-0.32,1
4.76,-5.37,-7.69,0.93,0.27,-0.34,1
6.59,-3.17,-7.75,0.92,0.25,-0.33,1
7.20,-1.77,-9.95,0.92,0.26,-0.33,1
10.13,-1.95,-14.59,0.90,0.26,-0.33,1
13.43,-2.08,-18.07,0.88,0.23,-0.34,0
13.24,-1.34,-19.29,0.86,0.23,-0.36,0
10.38,-0.98,-18.86,0.83,0.23,-0.38,0
7.26,0.12,-17.15,0.83,0.23,-0.37,0
5.55,1.77,-15.14,0.83,0.22,-0.35,0
5.07,2.69,-12.76,0.83,0.21,-0.35,0
5.00,2.69,-10.68,0.83,0.21,-0.34,0
5.86,2.62,-9.03,0.85,0.21,-0.33,0
8.12,0.55,-8.85,0.87,0.22,-0.34,0
9.83,-2.69,-9.09,0.89,0.19,-0.35,0
9.34,-4.70,-9.34,0.87,0.22,-0.38,0
9.28,-8.06,-11.17,0.85,0.18,-0.41,0
6.53,-6.84,-10.31,0.83,0.18,-0.40,0
3.05,-4.33,-10.13,0.85,0.18,-0.39,0
2.75,-1.46,-10.19,0.83,0.18,-0.38,0
3.54,1.46,-9.40,0.83,0.20,-0.37,0
5.25,4.82,-7.45,0.83,0.20,-0.35,0
5.92,7.32,-3.72,0.83,0.20,-0.34,0
6.53,8.73,1.04,0.83,0.21,-0.35,0
7.63,8.97,5.37,0.85,0.20,-0.37,0
7.32,8.79,7.93,0.86,0.20,-0.38,0
6.29,8.73,9.34,0.86,0.20,-0.39,0
5.00,9.40,10.68,0.86,0.19,-0.39,0
3.48,9.83,11.05,0.88,0.20,-0.38,0
3.11,8.00,9.28,0.89,0.21,-0.38,0
3.42,4.94,6.53,0.89,0.21,-0.38,0
3.05,2.75,4.27,0.88,0.22,-0.39,0
2.20,2.20,3.36,0.88,0.21,-0.38,0
1.04,2.99,2.32,0.87,0.22,-0.37,0
-0.06,3.72,1.65,0.86,0.22,-0.37,0
-0.98,5.25,1.89,0.86,0.22,-0.36,0
-1.46,6.71,3.11,0.87,0.23,-0.35,0
-0.67,6.65,5.07,0.88,0.23,-0.35,0
0.67,5.43,6.71,0.88,0.23,-0.35,0
2.62,3.05,7.63,0.89,0.24,-0.35,0
4.58,0.31,7.69,0.89,0.23,-0.37,0
4.82,-1.22,7.45,0.89,0.23,-0.37,0
3.66,-1.65,6.90,0.89,0.22,-0.37,0
2.08,-0.98,5.98,0.89,0.23,-0.36,0
1.53,-0.67,4.46,0.89,0.24,-0.36,0
1.59,-0.85,3.97,0.89,0.25,-0.36,0
1.77,0.43,4.58,0.90,0.25,-0.35,0
1.71,2.50,5.43,0.91,0.25,-0.36,0
1.04,4.70,5.49,0.92,0.26,-0.37,0
0.37,6.04,4.82,0.93,0.27,-0.36,0
0.49,6.71,4.03,0.94,0.27,-0.34,0
1.40,5.92,3.30,0.94,0.27,-0.34,0
2.69,3.78,1.83,0.94,0.27,-0.34,0
4.58,0.92,0.73,0.94,0.27,-0.34,0
5.74,-1.53,-0.18,0.94,0.26,-0.34,0
6.35,-3.30,-1.10,0.93,0.26,-0.35,0
6.35,-4.39,-2.01,0.91,0.26,-0.35,0
6.84,-4.52,-2.62,0.90,0.25,-0.35,0
6.53,-2.99,-2.50,0.89,0.24,-0.36,0
5.68,-0.43,-2.32,0.88,0.24,-0.36,0
4.58,2.62,-2.14,0.86,0.23,-0.35,0
4.09,5.19,-2.14,0.87,0.23,-0.35,0
4.46,6.65,-2.75,0.86,0.23,-0.34,0
5.19,6.77,-3.66,0.86,0.23,-0.35,0
5.92,6.10,-3.85,0.85,0.22,-0.36,0
6.29,5.31,-4.03,0.84,0.22,-0.37,0
5.31,4.58,-3.97,0.84,0.21,-0.39,0
2.99,4.46,-3.17,0.83,0.20,-0.40,0
0.79,5.25,-2.44,0.83,0.21,-0.38,0
0.24,6.10,-1.53,0.83,0.21,-0.38,0
0.67,6.84,-0.61,0.83,0.22,-0.38,0
1.22,7.69,0.67,0.84,0.22,-0.37,0
1.71,8.42,2.26,0.84,0.23,-0.37,0
3.17,8.61,2.81,0.85,0.24,-0.37,0
5.31,8.54,3.05,0.86,0.23,-0.37,0
6.71,8.00,3.36,0.87,0.22,-0.39,0
6.35,7.02,3.54,0.88,0.22,-0.40,0
4.52,5.74,3.36,0.88,0.23,-0.41,0
2.69,3.97,3.42,0.88,0.23,-0.40,0
1.40,2.01,3.97,0.88,0.23,-0.40,0
0.37,0.00,4.58,0.88,0.23,-0.41,0
-0.85,-0.92,5.37,0.89,0.25,-0.40,0
-1.46,-0.85,6.10,0.90,0.26,-0.38,0
-1.22,-0.31,6.41,0.91,0.27,-0.37,0
-0.55,0.37,5.80,0.91,0.27,-0.37,0
0.37,0.85,5.19,0.92,0.27,-0.36,0
1.04,0.49,4.21,0.93,0.27,-0.37,0
1.71,-0.49,2.56,0.92,0.27,-0.37,0
1.95,-1.04,1.34,0.91,0.26,-0.36,0
2.08,-1.46,0.61,0.90,0.26,-0.36,0
2.38,-1.10,0.18,0.89,0.26,-0.36,0
2.75,-0.06,0.43,0.88,0.25,-0.36,0
2.62,1.10,0.61,0.87,0.25,-0.35,0
2.44,2.01,0.79,0.88,0.23,-0.35,0
1.95,2.32,0.92,0.87,0.24,-0.35,0
1.53,1.53,0.55,0.87,0.25,-0.35,0
2.01,1.16,0.61,0.86,0.24,-0.35,0
2.50,0.79,0.37,0.86,0.24,-0.36,0
2.93,1.53,0.24,0.85,0.25,-0.37,0
3.72,3.23,0.92,0.85,0.26,-0.38,0
4.09,5.07,2.38,0.86,0.23,-0.38,0
3.17,6.41,2.20,0.87,0.23,-0.38,0
2.08,6.53,1.40,0.88,0.24,-0.38,0
2.08,5.37,0.85,0.88,0.24,-0.37,0
1.95,3.85,0.31,0.88,0.24,-0.38,0
2.08,2.50,0.49,0.87,0.24,-0.38,0
2.20,1.59,1.59,0.87,0.24,-0.39,0
1.83,1.04,2.01,0.86,0.24,-0.40,0
1.83,0.98,1.28,0.87,0.24,-0.40,0
2.01,1.04,0.37,0.88,0.24,-0.40,0
1.65,0.85,0.18,0.86,0.24,-0.40,0
1.53,1.04,0.18,0.86,0.24,-0.40,0
1.22,1.95,0.43,0.86,0.25,-0.38,0
1.40,2.08,0.92,0.87,0.25,-0.38,0
2.08,1.28,1.71,0.87,0.24,-0.38,0
2.38,-0.61,2.26,0.88,0.25,-0.38,0
2.56,-2.81,2.56,0.87,0.25,-0.38,0
2.75,-4.64,2.87,0.87,0.25,-0.38,0
3.11,-5.74,2.56,0.87,0.25,-0.38,0
3.11,-5.86,2.44,0.86,0.24,-0.38,0
2.08,-5.00,2.69,0.86,0.24,-0.38,0
1.04,-3.48,2.87,0.87,0.25,-0.37,0
0.85,-2.32,3.17,0.87,0.26,-0.35,0
1.77,-1.71,3.36,0.88,0.27,-0.34,0
2.87,-1.71,3.60,0.88,0.28,-0.34,0
4.33,-1.83,4.27,0.90,0.29,-0.32,0
6.47,-3.11,4.70,0.91,0.29,-0.32,0
8.85,-5.13,4.52,0.91,0.28,-0.34,0
9.77,-6.04,4.39,0.91,0.28,-0.35,0
10.01,-6.29,4.58,0.92,0.28,-0.35,0
10.86,-7.20,4.52,0.92,0.27,-0.36,0
11.17,-7.93,4.09,0.92,0.27,-0.34,0
11.84,-9.28,3.17,0.92,0.29,-0.30,0
15.75,-14.95,3.72,0.94,0.32,-0.24,0
24.96,-27.89,6.53,0.93,0.33,-0.23,0
36.74,-43.21,11.23,0.92,0.31,-0.26,0
46.02,-54.50,15.44,0.90,0.29,-0.30,0
49.99,-58.11,16.85,0.90,0.27,-0.34,0
49.68,-55.79,14.71,0.90,0.26,-0.35,0
46.57,-49.56,10.25,0.91,0.27,-0.34,0
42.97,-44.74,5.92,0.95,0.29,-0.28,0
43.09,-47.91,2.50,1.00,0.33,-0.21,0
50.48,-63.48,1.53,1.03,0.38,-0.14,0
65.98,-91.80,4.88,1.04,0.37,-0.17,0
81.48,-121.89,9.40,1.02,0.33,-0.26,0
87.71,-141.11,11.72,0.98,0.27,-0.35,0
81.42,-144.59,11.29,0.95,0.26,-0.39,0
66.28,-134.77,9.70,0.94,0.28,-0.36,0
49.38,-120.61,7.14,0.96,0.29,-0.28,0
36.38,-108.89,4.52,1.00,0.34,-0.15,0
32.84,-106.81,1.71,1.01,0.37,-0.07,0
36.87,-112.06,-1.77,1.02,0.40,-0.05,0
42.72,-122.74,-2.69,1.08,0.43,0.07,0
57.01,-146.91,0.55,1.12,0.46,0.18,0
79.28,-188.23,7.32,1.12,0.43,0.10,0
95.09,-229.74,13.73,1.05,0.34,-0.05,0
94.42,-248.78,15.81,0.93,0.21,-0.22,0
73.91,-236.63,7.75,0.92,0.18,-0.20,0
42.48,-209.17,-4.03,0.79,0.17,-0.18,0
11.23,-170.04,-15.69,0.76,0.21,-0.05,0
-14.65,-131.90,-22.40,0.77,0.25,0.12,0
-30.33,-104.61,-25.39,0.72,0.28,0.21,0
-38.76,-84.35,-24.48,0.76,0.31,0.32,0
-38.51,-78.49,-22.52,0.78,0.31,0.39,0
-32.65,-86.30,-22.58,0.80,0.35,0.42,0
-23.68,-100.46,-20.87,0.84,0.40,0.38,0
-11.23,-117.43,-18.86,0.89,0.36,0.33,0
-2.50,-135.01,-18.80,0.91,0.28,0.24,0
-6.90,-147.46,-22.58,0.90,0.20,0.15,0
-24.54,-148.93,-29.42,0.83,0.17,0.12,0
-47.91,-137.33,-34.42,0.75,0.21,0.17,0
-66.96,-116.39,-34.30,0.70,0.26,0.30,0
-73.61,-95.28,-28.08,0.68,0.31,0.45,0
-68.12,-80.02,-18.98,0.71,0.33,0.49,0
-59.02,-69.76,-14.40,0.81,0.30,0.50,0
-54.26,-68.48,-20.39,0.87,0.30,0.47,0
-53.89,-75.38,-31.62,0.88,0.31,0.45,0
-54.75,-84.59,-41.08,0.84,0.30,0.43,0
-56.76,-89.42,-44.62,0.78,0.28,0.45,0
-58.96,-88.13,-41.50,0.72,0.27,0.47,0
-60.30,-83.86,-34.18,0.77,0.30,0.46,0
-61.83,-82.40,-29.11,0.85,0.32,0.39,0
-66.16,-86.85,-33.69,0.86,0.32,0.42,0
-69.52,-93.51,-41.50,0.86,0.35,0.49,0
-67.20,-101.01,-44.86,0.80,0.35,0.57,0
-58.23,-105.59,-40.83,0.70,0.33,0.64,0
-44.98,-102.66,-30.15,0.64,0.33,0.68,0
-30.21,-93.51,-18.31,0.64,0.32,0.66,0
-17.88,-82.34,-12.70,0.68,0.33,0.56,0
-12.45,-66.89,-14.34,0.72,0.32,0.53,0
-11.60,-50.78,-23.07,0.81,0.36,0.55,0
-10.31,-43.70,-35.64,0.92,0.35,0.55,0
-10.56,-48.34,-54.02,0.90,0.33,0.61,0
-8.67,-56.15,-69.34,0.78,0.33,0.65,0
-3.36,-56.27,-72.14,0.67,0.27,0.66,0
-0.49,-49.13,-64.70,0.60,0.25,0.67,0
-0.12,-40.34,-50.48,0.59,0.25,0.68,0
0.12,-33.69,-31.49,0.63,0.24,0.65,0
-1.89,-30.94,-14.59,0.67,0.24,0.64,0
-5.31,-30.03,-5.13,0.72,0.28,0.63,0
-7.45,-30.03,-1.77,0.75,0.26,0.64,0
-8.24,-28.32,-3.78,0.72,0.26,0.68,0
-5.19,-21.24,-6.84,0.68,0.29,0.70,0
2.38,-10.86,-7.87,0.73,0.29,0.69,0
9.58,-6.16,-11.54,0.77,0.28,0.69,0
16.17,-9.95,-19.10,0.76,0.28,0.74,0
27.40,-18.86,-23.86,0.70,0.29,0.77,0
43.09,-27.47,-20.14,0.64,0.29,0.78,0
59.63,-31.01,-8.73,0.58,0.27,0.79,0
77.45,-30.27,7.69,0.56,0.27,0.80,0
95.76,-28.44,26.31,0.56,0.21,0.79,0
110.35,-25.45,43.46,0.57,0.15,0.83,0
121.22,-23.44,60.12,0.56,0.21,0.88,0
138.55,-24.60,79.28,0.55,0.24,0.88,0
159.36,-24.41,98.21,0.58,0.26,0.86,0
178.65,-23.01,110.47,0.62,0.30,0.80,0
195.19,-18.86,112.79,0.71,0.31,0.75,0
206.85,-12.82,104.06,0.80,0.34,0.73,0
216.25,-9.03,87.65,0.79,0.35,0.70,0
225.52,-2.56,73.18,0.77,0.27,0.68,0
227.17,7.32,65.06,0.75,0.20,0.70,0
222.23,13.79,64.15,0.70,0.17,0.71,0
216.19,15.81,70.31,0.65,0.08,0.72,0
206.85,16.48,80.32,0.65,0.04,0.74,0
195.50,15.14,89.42,0.65,0.08,0.77,0
189.51,12.51,97.29,0.65,0.10,0.80,0
190.86,12.51,101.93,0.66,0.12,0.82,0
196.90,15.08,103.70,0.68,0.15,0.85,0
207.82,18.31,100.52,0.68,0.18,0.85,0
221.98,21.67,95.52,0.66,0.13,0.81,0
231.75,25.70,92.04,0.63,0.07,0.74,0
232.36,29.66,92.96,0.63,0.01,0.68,0
224.91,33.26,98.14,0.66,-0.05,0.63,0
211.85,34.91,103.52,0.67,-0.11,0.59,0
194.64,36.25,104.68,0.70,-0.13,0.60,0
178.65,39.25,101.14,0.70,-0.10,0.65,0
168.95,45.41,96.19,0.72,-0.07,0.68,0
165.41,50.72,91.43,0.72,-0.02,0.74,0
169.62,52.43,86.06,0.68,-0.02,0.74,0
177.92,51.03,85.63,0.67,-0.11,0.67,0
177.49,48.77,89.23,0.68,-0.10,0.60,0
174.44,44.62,91.74,0.68,-0.13,0.56,0
172.42,39.55,93.81,0.72,-0.22,0.52,0
162.23,36.93,94.91,0.74,-0.23,0.48,0
147.03,42.42,93.69,0.73,-0.20,0.46,0
133.36,54.14,92.04,0.73,-0.17,0.50,0
125.18,62.81,94.30,0.72,-0.15,0.52,0
122.31,65.98,99.91,0.71,-0.12,0.52,0
122.99,65.98,108.34,0.68,-0.16,0.52,0
121.95,65.98,117.61,0.68,-0.18,0.50,0
117.98,66.47,125.18,0.71,-0.18,0.48,0
113.10,70.98,128.66,0.72,-0.14,0.49,0
109.86,76.78,130.98,0.76,-0.13,0.49,0
107.91,79.83,133.67,0.83,-0.16,0.46,0
104.13,77.64,132.69,0.90,-0.19,0.39,0
97.29,70.31,127.14,0.94,-0.18,0.32,0
88.99,59.75,119.45,0.95,-0.20,0.26,0
78.98,50.11,111.15,0.92,-0.17,0.25,0
67.87,47.61,108.22,0.84,-0.16,0.29,0
55.66,53.96,108.34,0.83,-0.08,0.39,0
50.48,63.35,109.86,0.88,-0.04,0.48,0
55.66,62.99,109.62,0.95,-0.04,0.46,0
62.50,52.25,107.30,0.98,-0.04,0.38,0
65.06,38.88,105.96,0.94,-0.04,0.31,0
63.29,30.76,106.69,0.86,0.00,0.34,0
62.50,32.10,110.11,0.84,0.02,0.44,0
64.51,38.51,112.67,0.87,0.06,0.48,0
70.19,39.92,118.10,0.86,0.13,0.49,0
77.82,36.93,128.91,0.86,0.10,0.45,0
81.79,35.28,141.54,0.85,0.06,0.35,0
77.45,39.00,153.02,0.85,0.03,0.26,0
65.31,43.15,165.89,0.83,0.06,0.19,0
48.34,45.59,184.45,0.78,0.07,0.17,0
29.11,50.66,203.80,0.76,0.09,0.23,0
10.86,56.70,219.73,0.78,0.15,0.32,0
-0.55,60.36,232.36,0.84,0.22,0.38,0
-1.59,62.01,237.92,0.91,0.28,0.42,0
4.33,58.84,233.52,0.96,0.33,0.37,0
10.80,47.24,228.15,1.04,0.27,0.19,0
5.07,45.04,215.64,1.12,0.21,0.08,0
-7.93,55.11,183.29,1.17,0.37,0.11,0
-15.38,50.72,151.79,1.18,0.44,0.10,0
-19.17,35.28,129.15,1.14,0.42,0.04,0
-25.94,30.46,101.81,1.11,0.53,0.20,0
-23.44,21.67,77.64,1.05,0.61,0.31,0
-11.84,-2.26,66.71,0.94,0.56,0.18,0
-8.30,-19.23,64.45,0.81,0.45,0.03,0
-22.58,-19.53,66.77,0.69,0.44,0.02,0
-44.80,-15.14,79.77,0.69,0.38,0.02,0
-66.04,-3.05,89.66,0.83,0.34,0.14,0
-77.09,12.88,73.67,1.02,0.50,0.35,0
-63.90,6.96,45.04,1.12,0.54,0.34,0
-42.48,-12.88,9.28,1.22,0.42,0.09,0
-41.38,-28.14,-33.57,1.27,0.40,-0.04,0
-59.51,-48.03,-74.46,1.29,0.44,-0.12,0
-81.42,-79.71,-106.14,1.23,0.47,-0.18,0
-100.77,-114.38,-132.69,1.08,0.48,-0.17,0
-114.44,-142.40,-154.42,0.92,0.51,-0.10,0
-124.08,-158.45,-166.14,0.78,0.53,0.01,0
-126.65,-162.96,-169.56,0.70,0.46,0.08,0
-128.11,-153.99,-172.18,0.72,0.37,0.15,0
-131.47,-137.08,-180.91,0.82,0.32,0.24,0
-131.96,-125.79,-198.24,0.95,0.29,0.26,0
-132.45,-126.65,-219.60,1.06,0.28,0.24,0
-137.39,-139.22,-241.15,1.06,0.35,0.18,0
-142.21,-160.58,-259.70,0.96,0.47,0.17,0
-140.75,-182.50,-265.99,0.76,0.51,0.21,0
-136.60,-192.26,-257.93,0.61,0.50,0.27,0
-133.97,-184.33,-241.15,0.56,0.50,0.32,0
